AY,Institution,Position,Address,Link,TrackType,DateAdded,DateAdded2,Description,,,
2012-2013,U of Idaho,"Advanced Assistant/Associate Professor, Rhetoric and Composition; Writing Program Administrator [18211]","Moscow, ID 83844",http://www.uidaho.edu/class/english/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Berry C,Assistant Professor: Fiction [17557],"Mt Berry, GA 30149",http://www.berry.edu/academics/humanities/english/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Central Michigan U,Assitant or Associate professor of Writing Center [17992],"Mt Pleasant, MI 48859",http://www.cmich.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Ball SU,Contract Faculty Position [18988],"Muncie, 47306",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Ball SU,Contract Faculty Position [18989],"Muncie, 47306",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Ball SU,Contract Faculty Position/Composition [19013],"Muncie, 47306",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Tennessee SU,Assistant Professor of English (Multiple Positions) [18239],"Nashville, TN 37209",http://www.tnstate.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Belmont U,Assistant Professor of English (British Literature) [18406],"Nashville, TN 37212",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Belmont U,Assistant Professor of English (Creative Writing) [18408],"Nashville, TN 37212",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Belmont U,Assistant Professor of English (Writing) [18409],"Nashville, TN 37212",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Cottey C,Assistant Professor of English [18072],"Nevada, MO 64772",http://www.cottey.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Central Connecticut SU,"Assistant Professor, Developmental Writing [18822]","New Britain, CT 06050",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Southern Connecticut SU,Assistant or Associate Professor of Composition [18470],"New Haven, CT 06515",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Tulane U,Post-Doctoral Teaching Fellow [18789],"New Orleans, LA 70118",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,New York U,"FULL-TIME CLINICAL ASSISTANT PROFESSOR, FIRST-YEAR PROGRAM (SCIENCE WRITING) [18421]","New York, NY 10003",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,New York U,DIRECTOR [18976],"New York, NY 10003",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"Baruch C, CUNY",Associate or Full Professor/Director of the Writing Program [18254],"New York, NY 10010",http://www.baruch.cuny.edu/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"John Jay C of Criminal Justice, CUNY",Assistant Professor of English [17984],"New York, NY 10019",http://www.jjay.cuny.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Marymount Manhattan C,Assistant Professor of Academic Writing and Director of Writing Seminar Program [18374],"New York, NY 10021",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,The Juilliard School,Assistant Professor of ESL and Liberal Arts [18903],"New York, NY 10023",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,U of Delaware,"Associate or Full Professor, Composition Studies [17430]","Newark, DE 19716",http://www.udel.edu/udjobs,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Newberry C,"Chair, Department of Humanities [18776]","Newberry, SC 29108",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"U of Massachusetts, Dartmouth","Assistant Professor, English/Writing, the Disciplines & Writing Center Faculty Coordinator [18516]","North Dartmouth, MA 02747",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"U of Massachusetts, Dartmouth",Full Time Lecturer English [18648],"North Dartmouth, MA 02747",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"California SU, Northridge",Assistant Professor [18558],"Northridge, CA 91330",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"U of Nebraska, Omaha",Assistant Professor and Writing Center Director [17478],"Omaha, NE 68182",http://www.unomaha.edu/english/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Utah Valley U,"Faculty, Assistant Professor, Rhetoric and Composition - 054587 [18249]","Orem, UT 84058",http://www.uvu.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,U of Central Florida,Assistant or Associate Professor [17716],"Orlando, FL 32816",http://writingandrhetoric.cah.ucf.edu/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,U of Central Florida,Assistant or Associate Professor and Composition Program Director [17717],"Orlando, FL 32816",http://writingandrhetoric.cah.ucf.edu/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Harper C,English Faculty [18836],"Palatine, IL 60067",,Unavailable,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Central C,Director of the Writing Center [18825],"Pella, IA",,Unavailable,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,U of the Arts,Instructor of First Year Writing [18981],"Philadelphia, PA 19102",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Temple U,Assistant Professor [18972],"Philadelphia, PA 19122",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Saint Joseph''s U,"Assistant Professor, Rhetoric and Composition [17784]","Philadelphia, PA 19131",http://www.sju.edu/int/academics/cas/english/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Carnegie Mellon U,"Assistant Professor, Rhetoric [17539]","Pittsburgh, PA 15213",http://www.cmu.edu/hss/english/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Carnegie Mellon U,"A.W. Mellon Postdoctoral Fellowships, the Humanities [17954]","Pittsburgh, PA 15213",http://www.hss.cmu.edu/,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Point Park U,"Tenure-track position, Composition, Humanities and Human Sciences Department [18366]","Pittsburgh, PA 15222",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"U of Wisconsin, Platteville",Director of First-Year Composition [18660],"Platteville, WI 53818",,Unavailable,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"U of Wisconsin, Platteville",Assistant Professor Multi-Ethnic American Literature [18663],"Platteville, WI 53818",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Pace U,Assistant Professor of Rhetoric and Composition [18431],"Pleasantville, NY 10570",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Pace U,Assistant Professor - Writing Program Director [18521],"Pleasantville, NY 10570",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Portland SU,"Assistant Professor, Rhetoric and Composition Studies [18743]","Portland, OR 97207",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"SU of New York, C, Potsdam",Assistant Professor of Rhetoric and/or Composition [18151],"Potsdam, NY 13676",http://www.potsdam.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Providence C,Assistant Professor of English (Writing Specialist) [17567],"Providence, RI 02918",http://www.providence.edu/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Brigham Young U,Faculty-English [17615],"Provo, UT 84602",http://www.byu.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,North Carolina SU,"TENURED/TENURE TRACK POSITION, DIGITAL HUMANITIES [17321]","Raleigh, NC 27695",http://jobs.ncsu.edu/postings/12400,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"U of Nevada, Reno","Lecturer, English [18909]","Reno, NV 89557",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Indiana U East,"Assistant or Associate Professor, Rhetoric and Composition and Writing Program Director [18128]","Richmond, IN 47374",http://www.iue.edu/hr/apply,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Virginia Commonwealth U,Core Curriculum Instructor [18813],"Richmond, VA 23284",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Dominican U,"Lecturer, English [18547]","River Forest, IL 60305",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,California Baptist U,Open-Rank Professor of English/Creative Writing [18459],"Riverside, CA 92504",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Saint John Fisher C,Assistant Professor of English [17538],"Rochester, NY 14618",http://www.sjfc.edu/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Monroe Comm C,"English, Faculty Member, Full Time Tenure-Track, Fall ''13 [18624]","Rochester, NY 14623",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Molloy C,Assistant Professor of English [18611],"Rockville Centre, NY 11571",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Molloy C,Assistant Professor of English [18980],"Rockville Centre, NY 11571",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Missouri U of Science & Technology,"Max C. Weiner Distinguished Professorship, English or Technical Communication [17858]","Rolla, MO 65409",http://www.mst.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Lewis U,Assistant Professor of English [18033],"Romeoville, IL 60446",http://www.lewisu.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,American U of Kuwait,Assistant Professor of English [17936],"Safat, Kuwait",http://www.auk.edu.kw,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Westminster C,"Assistant Professor, Fiction Writing [18075]","Salt Lake City, UT 84105",http://jobs.westminstercollege.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Westminster C,"Post-Doctoral Teaching Fellow, English [18777]","Salt Lake City, UT 84105",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,U of San Francisco,"Tenure-Track Assistant Professor, Poetry [17252]","San Francisco, CA 94117",http://apptrkr.com/270689,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,San Jose SU,Assistant Professor of Career Writing [17587],"San Jose, CA 95192",http://www.sjsu.edu/english/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Palomar C,"Assistant Professor, English [18563]","San Marcos, CA 92069",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"Texas SU, San Marcos","Assistant Professor English, Rhetoric and Composition [17208]","San Marcos, TX 78666",http://www.english.txstate.edu/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"U of California, Santa Barbara",Lecturer [17527],"Santa Barbara, CA 93106",http://www.writing.ucsb.edu,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Santa Clara U,Assistant Professor of Rhetoric and Composition [17600],"Santa Clara, CA 95053",http://www.scu.edu/jobs/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Skidmore C,Two Visiting Assistant Professors [18967] - Position 1,"Saratoga Springs, NY 12866",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Skidmore C,Two Visiting Assistant Professors [18967] - Position 1,"Saratoga Springs, NY 12866",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Armstrong Atlantic SU,"Assistant Professor of English, Rhetoric and Composition [18113]","Savannah, GA 31419",http://armstrong.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,U of Washington,Assistant Professor: Composition and Rhetoric [17325],"Seattle, WA 98195",http://depts.washington.edu/engl/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Yale-NUS C,"Assistant/Associate/Professor of Humanities, Writing [18344]",Singapore,,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Augustana C,Assistant Professor/Writing Center Director [17460],"Sioux Falls, SD 57197",http://www.augie.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Saint Thomas Aquinas C,Assistant Professor of English [17409],"Sparkill, NY 10976",http://www.stac.edu/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Whitworth U,"Assistant Professor/Director, Writing Center [17648]","Spokane, WA 99251",http://www.whitworth.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Whitworth U,Assistant Professor of English/Director of Writing Center [17651],"Spokane, WA 99251",http://www.whitworth.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"U of Missouri, St Louis",Assistant Professor [17287],"St Louis, MO 63121",http://umsl.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Georgia Southern U,Chair and Associate Professor or Professor of Writing or Linguistics [17627],"Statesboro, GA 30460",http://class.georgiasouthern.edu/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"U of Wisconsin, Stevens Point",Assistant Professor (Creative Writing/Fiction) [18000],"Stevens Point, WI 54481",http://www.uwsp.edu/english/Pages/default.aspx,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"U of Wisconsin, Stevens Point",Assistant Professor (Professional Writing/Editing & Publishing/Book History) [18001],"Stevens Point, WI 54481",http://www.uswp.edu/english/Pages/default.aspx,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Oklahoma SU,"Visiting Assistant Professor–Composition, Technical Writing and/or Undergraduate Literature [18919]","Stillwater, OK 74078",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,U of the Pacific,Visiting Assistant Professor [18905],"Stockton, CA 95211",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"U of Washington, Tacoma",Assistant Professor of Technical/Professional Communications [18087],"Tacoma, WA 98402",http://www.tacoma.uw.edu/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,U of Tampa,Assistant Professor of English (First Year Writing) [18209],"Tampa, FL 33606",http://jobs.ut.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,U of South Florida,Associate or Full Professor [18088],"Tampa, FL 33620",http://english.usf.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Lone Star C System,"Faculty, Transitional Studies English (#9576) CF Cypress Center [18871]","The Woodlands, TX 77381",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,California Lutheran U,Assistant Professor of English/Writing Center Director,"Thousand Oaks, CA 91360",http://www.callutheran.edu/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Heidelberg U,Assistant Professor of English [17485],"Tiffin, OH 44883",http://www.heidelberg.edu/offices/hr/employmentopp/ape,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,U of Alabama,Full-time Instructor Position [18771],"Tuscaloosa, AL 35487",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,U of Alabama,"Assistant Professor, the Clinical/Lecturer Faculty Track [18695]","Tuscaloosa, AL 35487",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"U of Texas, Tyler","Assistant Professor, Rhetoric and Composition [18110]","Tyler, TX 75799",http://www.uttyler.edu/faculty/jobs,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Saginaw Valley SU,Assistant Professor of English-Composition [18491],"University Center, MI 48710",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Governors SU,Assistant or Associate Professor Composition [18382],"University Park, IL 60484",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Governors SU,"Assistant or Associate Professor- English Education, Composition and Rhetoric [18383]","University Park, IL 60484",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Penn State U,Visiting Assistant Professor of Business Writing [18827],"University Park, PA 16802",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,U of Mississippi,Instructor of Composition and Rhetoric [17965],"University, MS 38677",http://jobs.olemiss.edu,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"U of Illinois, Urbana-Champaign","Associate Professor or Professor, Writing Studies [17994]","Urbana, IL 61801",http://www.english.illinois.edu/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,"U of Illinois, Urbana-Champaign
","Assistant/Associate Professor, Writing Studies [17724]","Urbana, IL 61801",http://www.english.illinois.edu/,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Utica C,Assistant Professor of English American Literature [18357],"Utica, NY 13502",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Regent U,Associate Professor of English [17338],"Virginia Beach, VA 23464",http://www.regent.edu/jobs,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Baylor U,"Assistant Professor (Humanities/Classics/Great Texts, the Classical Tradition) [17641]","Waco, TX 76706",http://www.baylor.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Baylor U,Assistant Professor [17723],"Waco, TX 76706",http://www.baylor.edu/hr/index.php?id=81274,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Whitman C,"Assistant Professor of Composition, General Studies/Director of the Writing Center [17630]","Walla Walla, WA 99362",http://www.whitman.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,George Washington U,Assistant Professor of Professional/Technical Writing [18185],"Washington, DC 20052",http://www.gwu.edu,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,George Washington U,Assistant Professor of Writing [18711],"Washington, DC 20052",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,U of Waterloo,"Open Rank position, Writing Studies [17356]","Waterloo, ON Canada N2L 3G1",http://www.english.uwaterloo.ca,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,U of Wisconsin Cs,Assistant Professor of English [18567],"Waukesha, WI 53188",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Southwestern Oklahoma SU,Assistant/Associate Professor; Tenure-Track [18927],"Weatherford, OK 73096",,TT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Kean U,"Business and Professional Writing, Assistant Professor (Position 1)","Wenzhou, China",,Unavailable,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Kean U,"Business and Professional Writing, Assistant Professor (Position 2)","Wenzhou, China",,Unavailable,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Kean U,"Writing and Language Development, Lecturer (Position 2)","Wenzhou, China",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Kean U,"Writing and Language Development, Lecturer (Position 3)","Wenzhou, China",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Kean U,"Writing and Language Development, Lecturer (Position 4)","Wenzhou, China",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Kean U,"Writing and Language Development, Lecturer (Position 5)","Wenzhou, China",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Kean U,"Writing and Language Development, Lecturer (Position 6)","Wenzhou, China",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Kean U,"Writing and Language Development, Lecturer (Position 7)","Wenzhou, China",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Kean U,"Writing and Language Development, Lecturer (Position 8)","Wenzhou, China",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Kean U,"Writing and Language Development, Lecturer (Position 9)","Wenzhou, China",,NTT,01/01/1900,1900-01-01,Unavailable,,,
2012-2013,Kean U,"Writing and Language Development, Lecturer (Position 10)","Wenzhou, China",,NTT,01/01/1900,1900-01-01,Unavailable,,,
