original_address,lat,lon,formatted,postcode,city,county,state,state_code,country,country_code
"Fayetteville, AR 72701",36.04935745,-94.13845649,"Fayetteville, AR 72701, United States of America",72701,Fayetteville,Washington County,Arkansas,AR,United States,us
"Fort Wayne, IN 46803",41.06933977,-85.105811,"Fort Wayne, IN 46803, United States of America",46803,Fort Wayne,Allen County,Indiana,IN,United States,us
"Fredericksburg, VA 22401",38.29629469,-77.48292185,"Fredericksburg, VA 22401, United States of America",22401,Fredericksburg,,Virginia,VA,United States,us
"Fredonia, NY 14063",42.440058,-79.331711,"Fredonia, NY 14063, United States of America",14063,Fredonia,Chautauqua County,New York,NY,United States,us
"Hampden-Sydney, VA 23943",37.2423746,-78.4597173,"Hampden Sydney, VA 23943, United States of America",23943,Hampden Sydney,Prince Edward County,Virginia,VA,United States,us
"Highland Heights, KY 41099",39.0330902,-84.4521512,"Highland Heights, KY 41099, United States of America",41099,Highland Heights,Campbell County,Kentucky,KY,United States,us
"Kennesaw, GA 30144",34.0234337,-84.6154897,"Kennesaw (Kennesaw), GA 30144, United States of America",30144,Kennesaw,Cobb County,Georgia,GA,United States,us
"Klamath Falls, OR 97601",42.224867,-121.78167,"Klamath Falls, OR 97601, United States of America",97601,Klamath Falls,Klamath County,Oregon,OR,United States,us
"Kushan, China",38.5050627,75.6006169,"Kushan River, Kizilto town, Aqto County, China",,Kizilto town,Aqto County,Xinjiang,,China,cn
"Las Vegas, NV 89154",36.1672559,-115.148516,"Las Vegas, NV, United States of America",,Las Vegas,Clark County,Nevada,NV,United States,us
"Lawrenceville, GA 30043",33.9566391,-83.9890066,"Lawrenceville (Lawrenceville), GA, United States of America",,Lawrenceville,Gwinnett County,Georgia,GA,United States,us
"Madison, WI 53706",43.0746136,-89.41092039,"Madison, WI 53706, United States of America",53706,Madison,Dane County,Wisconsin,WI,United States,us
"Mansfield, Ohio",40.75839,-82.5154471,"Mansfield (Mansfield), OH, United States of America",,Mansfield,Richland County,Ohio,OH,United States,us
"Marlboro, VT 05344",42.87005918,-72.73264283,"Marlboro, VT 05344, United States of America",05344,Marlboro,Windham County,Vermont,VT,United States,us
"Martin, TN 38238",36.34287547,-88.86436935,"Martin, TN 38238, United States of America",38238,Martin,Weakley County,Tennessee,TN,United States,us
"Merced, CA 95343",37.3636536,-120.4250675,"Merced, CA 95343, United States of America",95343,Merced,Merced County,California,CA,United States,us
"Mississauga, ON",43.5896231,-79.6443879,"Mississauga, ON, Canada",,Mississauga,Peel Region,Ontario,ON,Canada,ca
"Newtown, PA 18940",40.24761807,-74.93870194,"Newtown Township, PA 18940, United States of America",18940,Newtown Township,Bucks County,Pennsylvania,PA,United States,us
"Normal, IL 61790",40.5103879,-88.9905186,"Normal, IL 61790, United States of America",61790,Normal,McLean County,Illinois,IL,United States,us
"Oberlin, OH 47074",41.289129,-82.222121,"Oberlin (Oberlin), OH, United States of America",,Oberlin,Lorain County,Ohio,OH,United States,us
"Oglesby, IL 61348",41.2953127,-89.0595266,"Oglesby, IL 61348, United States of America",61348,Oglesby,LaSalle County,Illinois,IL,United States,us
"Plattsburgh, NY 12901",44.6951801,-73.4549227,"Plattsburgh, NY, United States of America",,Plattsburgh,Clinton County,New York,NY,United States,us
"Princeton, NJ 08541",40.3496953,-74.6597376,"Princeton, NJ, United States of America",,Princeton,Mercer County,New Jersey,NJ,United States,us
"Rapid City, SD 57701",44.08126586,-103.213849,"Rapid City, SD 57701, United States of America",57701,Rapid City,Pennington County,South Dakota,SD,United States,us
"Reading, PA 19610",40.335345,-75.9279495,"Reading, PA, United States of America",,Reading,Berks County,Pennsylvania,PA,United States,us
"Redlands, CA 92093",34.0550328,-117.1827445,"Redlands, CA, United States of America",,Redlands,San Bernardino County,California,CA,United States,us
"Riverside, CA 92521",33.97296612,-117.3286603,"Riverside, CA 92521, United States of America",92521,Riverside,Riverside County,California,CA,United States,us
"Salt Lake City, UT, 84123",40.7596198,-111.886797,"Salt Lake City, UT, United States of America",,Salt Lake City,Salt Lake County,Utah,UT,United States,us
"San Marcos, CA 92096",33.1320499,-117.15979,"San Marcos, CA 92096, United States of America",92096,San Marcos,San Diego County,California,CA,United States,us
"Seaside, CA 93955",36.62593,-121.816926,"Seaside, CA 93955, United States of America",93955,Seaside,Monterey County,California,CA,United States,us
"Sherman, TX 75090",33.64573792,-96.59399835,"Sherman, TX 75090, United States of America",75090,Sherman,Grayson County,Texas,TX,United States,us
Singapore 117511,1.2899175,103.8519072,Singapore,,Singapore,,,,Singapore,sg
Singapore 138593,1.2899175,103.8519072,Singapore,,Singapore,,,,Singapore,sg
"Spartanburg, SC 29302",34.9498007,-81.9320157,"Spartanburg, SC, United States of America",,Spartanburg,Spartanburg County,South Carolina,SC,United States,us
"St Charles, MO 63301",38.81737909,-90.49891802,"Saint Charles, MO 63301, United States of America",63301,Saint Charles,Saint Charles County,Missouri,MO,United States,us
"St Louis, MO 63141",38.66014236,-90.45303844,"Creve Coeur, MO 63141, United States of America",63141,Creve Coeur,Saint Louis County,Missouri,MO,United States,us
"Staten Island, NY 10301",40.62967935,-74.09383751,"New York, NY 10301, United States of America",10301,New York,,New York,NY,United States,us
"Tacoma, WA 98416",47.259663,-122.4839292,"Tacoma, WA 98416, United States of America",98416,Tacoma,Pierce County,Washington,WA,United States,us
"Tempe, AZ 85287",33.3913192,-111.9185448,"Tempe, AZ 85287, United States of America",85287,Tempe,Maricopa County,Arizona,AZ,United States,us
"Upper Montclair, NJ 07043",40.8462107,-74.2012565,"Upper Montclair (Montclair), NJ 07043, United States of America",07043,Montclair,Essex County,New Jersey,NJ,United States,us
"Vancouver, WA 98686",45.6306954,-122.6744557,"Vancouver, WA, United States of America",,Vancouver,Clark County,Washington,WA,United States,us
"Wayne, NJ 07470",40.9491723,-74.2376802,"Wayne, NJ 07470, United States of America",07470,Wayne,Passaic County,New Jersey,NJ,United States,us
"Willimantic, Connecticut",41.713125,-72.217885,"Windham (Willimantic), CT 06226, United States of America",06226,Willimantic,Southeastern Connecticut Planning Region,Connecticut,CT,United States,us
"Aberdeen, SD 57401",45.4649805,-98.487813,"Aberdeen, SD 57401, United States of America",57401,Aberdeen,Brown County,South Dakota,SD,United States,us
"Albion, MI 49224",42.243097,-84.7530304,"Albion, MI 49224, United States of America",49224,Albion,Calhoun County,Michigan,MI,United States,us
"Angola, IN 46703",41.634874,-84.99928,"Angola (Angola), IN, United States of America",,Angola,Steuben County,Indiana,IN,United States,us
"Baytown, TX 77522",29.7728853,-95.0032997,"Baytown, TX 77522, United States of America",77522,Baytown,Harris County,Texas,TX,United States,us
"Beloit, WI 53511",42.52501278,-89.03408963,"Beloit, WI 53511, United States of America",53511,Beloit,Rock County,Wisconsin,WI,United States,us
"Boca Raton, FL 33431",26.37875981,-80.10015647,"Boca Raton, FL 33431, United States of America",33431,Boca Raton,Palm Beach County,Florida,FL,United States,us
"Boise, ID 83725",43.60433211,-116.2045946,"Boise, ID 83725, United States of America",83725,Boise,Ada County,Idaho,ID,United States,us
"Boston, MA 02114",42.36066796,-71.06667455,"Boston, MA 02114, United States of America",02114,Boston,Suffolk County,Massachusetts,MA,United States,us
"Bronx, NY 10453",40.85227109,-73.91208191,"New York, NY 10453, United States of America",10453,New York,,New York,NY,United States,us
"Brooklyn, NY 11216",40.68060214,-73.94939134,"New York, NY 11216, United States of America",11216,New York,Kings County,New York,NY,United States,us
"Buzzards Bay, MA 02532",41.7452589,-70.6154965,"Buzzards Bay (Bourne), MA 02532, United States of America",02532,Bourne,Barnstable County,Massachusetts,MA,United States,us
"Chattanooga, TN 37406",35.06654171,-85.24682606,"Chattanooga, TN 37406, United States of America",37406,Chattanooga,Hamilton County,Tennessee,TN,United States,us
"Chicago, IL 60603",41.88062503,-87.62804792,"Chicago, IL 60603, United States of America",60603,Chicago,Cook County,Illinois,IL,United States,us
"Chicago, IL 60637",41.78698416,-87.5973704,"Chicago, IL 60637, United States of America",60637,Chicago,Cook County,Illinois,IL,United States,us
"Colorado Springs, CO 80903",38.83902194,-104.8136172,"Colorado Springs, CO 80903, United States of America",80903,Colorado Springs,El Paso County,Colorado,CO,United States,us
"Denton, TX 76201",33.21534139,-97.13797552,"Denton, TX 76201, United States of America",76201,Denton,Denton County,Texas,TX,United States,us
"East Lansing, MI 40506",42.7320307,-84.4721678,"East Lansing, MI, United States of America",,East Lansing,Ingham County,Michigan,MI,United States,us
"East Stroudsburg, PA 18301",40.9995386,-75.1812913,"East Stroudsburg (East Stroudsburg), PA 18301, United States of America",18301,East Stroudsburg,Monroe County,Pennsylvania,PA,United States,us
"Fond du Lac, WI 54935",43.77311386,-88.4417488,"Fond du Lac, WI 54935, United States of America",54935,Fond du Lac,Fond du Lac County,Wisconsin,WI,United States,us
"Fort Lauderdale, Florida, 33314",26.1223084,-80.1433786,"Fort Lauderdale, FL, United States of America",,Fort Lauderdale,Broward County,Florida,FL,United States,us
"Fort Wayne, Indiana 46803",41.06933977,-85.105811,"Fort Wayne, IN 46803, United States of America",46803,Fort Wayne,Allen County,Indiana,IN,United States,us
"Fort Worth, TX 76129",32.70867206,-97.35945519,"Fort Worth, TX 76129, United States of America",76129,Fort Worth,Tarrant County,Texas,TX,United States,us
"Glen Ellyn, IL 60137",41.8775293,-88.0670118,"Glen Ellyn, IL 60137, United States of America",60137,Glen Ellyn,DuPage County,Illinois,IL,United States,us
"Grinnell, IA 50112",41.7430237,-92.7239637,"Grinnell (Grinnell), IA 50112, United States of America",50112,Grinnell,Poweshiek County,Iowa,IA,United States,us
Guangzhou PR of China 510641,27.723303,106.926929,"36 广州路 Guangzhou Rd, Zunyi, 563000 Guizhou, China",563000,Zunyi,Zunyi,Guizhou,,China,cn
"Hammond, LA 70402",30.51487414,-90.46893618,"Hammond, LA 70402, United States of America",70402,Hammond,Tangipahoa Parish,Louisiana,LA,United States,us
"Kenosha, WI 53141",42.5846773,-87.8212263,"Kenosha, WI, United States of America",,Kenosha,Kenosha County,Wisconsin,WI,United States,us
"LaJolla, CA 92093",32.87923731,-117.2394473,"San Diego, CA 92093, United States of America",92093,San Diego,San Diego County,California,CA,United States,us
"Lansing, MI 48824",42.7337712,-84.5553805,"Lansing, MI, United States of America",,Lansing,Ingham County,Michigan,MI,United States,us
"Loudonville, NY 12211",42.70563273,-73.76879913,"Loudonville, NY 12211, United States of America",12211,Loudonville,Albany County,New York,NY,United States,us
"Madison, NJ 07940",40.7598227,-74.417097,"Madison, NJ 07940, United States of America",07940,Madison,Morris County,New Jersey,NJ,United States,us
"Mankato, MN 56001",44.1634663,-93.9993505,"Mankato (Mankato), MN 56001, United States of America",56001,Mankato,Blue Earth County,Minnesota,MN,United States,us
"McMinnville, OR 97128",45.2100367,-123.194463,"McMinnville, OR 97128, United States of America",97128,McMinnville,Yamhill County,Oregon,OR,United States,us
"Mesa, AZ 85212",33.4151005,-111.831455,"Mesa, AZ, United States of America",,Mesa,Maricopa County,Arizona,AZ,United States,us
"Miami, Florida 33199",25.7741728,-80.19362,"Miami, FL, United States of America",,Miami,Miami-Dade County,Florida,FL,United States,us
"Middletown, CT 06459",41.55719953,-72.6553916,"Middletown, CT 06459, United States of America",06459,Middletown,Lower Connecticut River Valley Planning Region,Connecticut,CT,United States,us
"Milton, MA 02186",42.22529392,-71.09167466,"Milton, MA 02186, United States of America",02186,Milton,Norfolk County,Massachusetts,MA,United States,us
"Minneapolis, MN 55454",44.97003311,-93.24330603,"Minneapolis, MN 55454, United States of America",55454,Minneapolis,Hennepin County,Minnesota,MN,United States,us
"Mississauga, ON CA L5L 1C6",43.5514234,-79.6633407,"Mississauga, ON L5L 1C6, Canada",L5L 1C6,Mississauga,Peel Region,Ontario,ON,Canada,ca
"Mt Vernon, IA 52314",41.9222443,-91.4171209,"Mount Vernon (Mount Vernon), IA 52314, United States of America",52314,Mount Vernon,Linn County,Iowa,IA,United States,us
"New Orleans, LA 70125",29.95198335,-90.1045978,"New Orleans, LA 70125, United States of America",70125,New Orleans,Orleans Parish,Louisiana,LA,United States,us
"Notre Dame, IN 46556",41.6992003,-86.2373691,"Notre Dame (Notre Dame), IN 46556, United States of America",46556,Notre Dame,Saint Joseph County,Indiana,IN,United States,us
"Ottawa, ON Canada K1S 5B6",45.3843993,-75.69620533,"Capital, Ottawa, ON K1S 5B6, Canada",K1S 5B6,Ottawa,,Ontario,ON,Canada,ca
"Philadelphia, PA 19141",40.03599301,-75.14451792,"Philadelphia, PA 19141, United States of America",19141,Philadelphia,Philadelphia County,Pennsylvania,PA,United States,us
"Raleigh, NC 27607",35.80839093,-78.70117914,"Raleigh, NC 27607, United States of America",27607,Raleigh,Wake County,North Carolina,NC,United States,us
"Rohnert Park, CA 94928",38.34420386,-122.6949968,"Rohnert Park, CA 94928, United States of America",94928,Rohnert Park,Sonoma County,California,CA,United States,us
"San Francisco, CA 94132",37.72769662,-122.4786605,"San Francisco, CA 94132, United States of America",94132,San Francisco,,California,CA,United States,us
"Santa Cruz, CA 95064",36.99381997,-122.0595352,"Santa Cruz, CA 95064, United States of America",95064,Santa Cruz,Santa Cruz County,California,CA,United States,us
"Seoul, 01 KR 120-749",37.539619,127.009676,"Seoul, South Korea",,Seoul,Yongsan,Seoul,,South Korea,kr
"Sharjah, United Arab Emirates",25.3461498,55.4210633,"Sharjah, Sharjah Emirate, United Arab Emirates",,Sharjah,,Sharjah Emirate,,United Arab Emirates,ae
"Shreveport, LA 71115",32.5135356,-93.7477839,"Shreveport, LA, United States of America",,Shreveport,Caddo Parish,Louisiana,LA,United States,us
"Singapore 138614, 01 Singapore",1.364975,103.865258,"01-01 1 Maju Ave, MyVillage, Singapore 556679, Singapore",556679,Singapore,Singapore,Singapore,,Singapore,sg
"St Bonaventure, NY 14778",42.0797893,-78.4807789,"Allegany, NY 14778, United States of America",14778,Town of Allegany,Cattaraugus County,New York,NY,United States,us
"Sydney, Australia",-33.8698439,151.2082848,"Sydney, NSW, Australia",,Sydney,,New South Wales,NSW,Australia,au
"Terre Haute, IN 47809",39.47027987,-87.40830953,"Terre Haute, IN 47809, United States of America",47809,Terre Haute,Vigo County,Indiana,IN,United States,us
"Toronto, ON Canada M3J 1P3",43.77410145,-79.50290538,"Humber River—Black Creek, Toronto, ON M3J 1P3, Canada",M3J 1P3,Toronto,Golden Horseshoe,Ontario,ON,Canada,ca
"Washington, DC 20007",38.8950368,-77.0365427,"Washington, DC, United States of America",,Washington,,District of Columbia,DC,United States,us
"Washington, DC 20505",38.8950368,-77.0365427,"Washington, DC, United States of America",,Washington,,District of Columbia,DC,United States,us
"West Chester, PA 19380",39.99051685,-75.59348938,"West Goshen Township, PA 19380, United States of America",19380,West Goshen Township,Chester County,Pennsylvania,PA,United States,us
"Wooster, OH 44691",40.7980976,-81.9397733,"Wooster (Wooster), OH 44691, United States of America",44691,Wooster,Wayne County,Ohio,OH,United States,us
"Andover, ME 01810",42.65031034,-71.14591217,"Andover, MA 01810, United States of America",01810,Andover,Essex County,Massachusetts,MA,United States,us
"Babson Park, MA 02457",42.2970161,-71.2550501,"Needham, MA 02457, United States of America",02457,Needham,Norfolk County,Massachusetts,MA,United States,us
"Berea, KY 40404",37.572947,-84.289529,"Berea, KY 40404, United States of America",40404,Berea,Madison County,Kentucky,KY,United States,us
"Buzzards Bay, MA 25320",41.756798,-70.612525,"Bourne (Buzzards Bay), MA, United States of America",,Buzzards Bay,Barnstable County,Massachusetts,MA,United States,us
"Canton, NY 13617",44.5956163,-75.1690942,"Canton, NY, United States of America",,Canton,Saint Lawrence County,New York,NY,United States,us
"Cedarville, OH 45314",39.7442268,-83.8085372,"Cedarville, OH, United States of America",,Cedarville,Greene County,Ohio,OH,United States,us
"County Kildare, Maynooth Ireland",53.3830239,-6.5922806,"Maynooth (Maynooth), L, Ireland",,Maynooth,County Kildare,Leinster,L,Ireland,ie
"Defiance, OH 43512",41.2844933,-84.3557802,"Defiance, OH 43512, United States of America",43512,Defiance,Defiance County,Ohio,OH,United States,us
"Detroit, MI 48202",42.3772656,-83.08186808,"Detroit, MI 48202, United States of America",48202,Detroit,Wayne County,Michigan,MI,United States,us
"Dobbs Ferry, NY 10522",41.0145418,-73.872635,"Dobbs Ferry, NY 10522, United States of America",10522,Dobbs Ferry,Westchester County,New York,NY,United States,us
"Duluth, MN 55811",46.81309115,-92.16497792,"Duluth Heights (Duluth), MN 55811, United States of America",55811,Duluth,Saint Louis County,Minnesota,MN,United States,us
"Eureka, CA 95501",40.79556014,-124.1575454,"Eureka, CA 95501, United States of America",95501,Eureka,Humboldt County,California,CA,United States,us
"Gettysburg, PA 17325",39.8308973,-77.231012,"Gettysburg (Gettysburg), PA 17325, United States of America",17325,Gettysburg,Adams County,Pennsylvania,PA,United States,us
"Hamden, CT 06518",41.41185897,-72.91234977,"Hamden, CT 06518, United States of America",06518,Hamden,South Central Connecticut Planning Region,Connecticut,CT,United States,us
"Hammond, IN 46323",41.58777488,-87.46176693,"Hammond, IN 46323, United States of America",46323,Hammond,Lake County,Indiana,IN,United States,us
"High Point, NC 27268",35.9719138,-79.9945891,"High Point, NC 27268, United States of America",27268,High Point,Guilford County,North Carolina,NC,United States,us
"Huntsville, AL United States 35899",34.7249108,-86.6404909,"Huntsville, AL 35899, United States of America",35899,Huntsville,Madison County,Alabama,AL,United States,us
"Jonesboro, Arkansas 72401",35.83999691,-90.69025517,"Jonesboro, AR 72401, United States of America",72401,Jonesboro,Craighead County,Arkansas,AR,United States,us
"Liaoning Province, China",41.2374106,122.9955469,"Liaoning, China",,,,Liaoning,,China,cn
"Lubbock, TX 70490",33.5855677,-101.8470215,"Lubbock, TX, United States of America",,Lubbock,Lubbock County,Texas,TX,United States,us
"Medford, MA 02155",42.4184296,-71.1061639,"Medford, MA 02155, United States of America",02155,Medford,Middlesex County,Massachusetts,MA,United States,us
"Memphis, TN 38104-5568",35.1460249,-90.0517638,"Memphis, TN, United States of America",,Memphis,Shelby County,Tennessee,TN,United States,us
"Miami, FL 33174",25.7741728,-80.19362,"Miami, FL, United States of America",,Miami,Miami-Dade County,Florida,FL,United States,us
"Minneapolis, MN 55404",44.9604588,-93.25617335,"Minneapolis, MN 55404, United States of America",55404,Minneapolis,Hennepin County,Minnesota,MN,United States,us
"Minneapolis, MN 55455",44.97485638,-93.23384507,"Minneapolis, MN 55455, United States of America",55455,Minneapolis,Hennepin County,Minnesota,MN,United States,us
"New Brunswick, NJ 08901",40.48884839,-74.44567653,"New Brunswick, NJ 08901, United States of America",08901,New Brunswick,Middlesex County,New Jersey,NJ,United States,us
"New Orleans, LA 70148",30.0290559,-90.06499245,"New Orleans, LA 70148, United States of America",70148,New Orleans,Orleans Parish,Louisiana,LA,United States,us
"New York, NY 10002",40.71712076,-73.98924818,"New York, NY 10002, United States of America",10002,New York,New York County,New York,NY,United States,us
"Newark, NJ 07103",40.73883356,-74.18955644,"Newark, NJ 07103, United States of America",07103,Newark,Essex County,New Jersey,NJ,United States,us
"Oxford, Georgia 30054",33.6190031,-83.8674052,"Oxford, GA, United States of America",,Oxford,Newton County,Georgia,GA,United States,us
"Prairie View, TX 77446",30.0857916,-95.9907058,"Prairie View, TX 77446, United States of America",77446,Prairie View,Waller County,Texas,TX,United States,us
"Raleigh, NC 27695-8105",35.7803977,-78.6390989,"Raleigh, NC, United States of America",,Raleigh,Wake County,North Carolina,NC,United States,us
Riyadh Saudi Arabia 11533,24.638916,46.7160104,"Riyadh 11131, Saudi Arabia",11131,Riyadh,Riyadh governorate,Riyadh Region,,Saudi Arabia,sa
"Roswell, NM 88201",33.40429717,-104.5237373,"Roswell, NM 88201, United States of America",88201,Roswell,Chaves County,New Mexico,NM,United States,us
"Santa Barbara, CA 93105",34.44180114,-119.7329425,"Santa Barbara, CA 93105, United States of America",93105,Santa Barbara,Santa Barbara County,California,CA,United States,us
"Smithfield, RI 02917",41.88216251,-71.51569186,"Smithfield, RI 02917, United States of America",02917,Smithfield,Providence County,Rhode Island,RI,United States,us
"Sudaemun-ku, Seoul, 01 KR 120-749",35.69384,139.70355,"Shinjuku, Japan",,,Shinjuku,Tokyo,,Japan,jp
"Valdosta, GA 31698",30.84938045,-83.28974525,"Valdosta, GA 31698, United States of America",31698,Valdosta,Lowndes County,Georgia,GA,United States,us
"Williamsburg, VA 23187",37.2708788,-76.7074042,"Williamsburg, VA, United States of America",,Williamsburg,,Virginia,VA,United States,us
"Winchester, VA 22601",39.1852184,-78.1652404,"Winchester, VA 22601, United States of America",22601,Winchester,,Virginia,VA,United States,us
"Worcester, MA 16100",42.2625621,-71.8018877,"Worcester, MA, United States of America",,Worcester,Worcester County,Massachusetts,MA,United States,us
"Abbotsford, British Columbia, Canada",49.0521162,-122.329479,"Abbotsford, BC, Canada",,Abbotsford,Fraser Valley Regional District,British Columbia,BC,Canada,ca
"Aliso Viejo, CA 92656",33.5761376,-117.7258122,"Aliso Viejo, CA 92656, United States of America",92656,Aliso Viejo,Orange County,California,CA,United States,us
"Anaheim, CA 92801",33.84497161,-117.9540156,"Anaheim, CA 92801, United States of America",92801,Anaheim,Orange County,California,CA,United States,us
"Big Rapids, MI 49307",43.698078,-85.483656,"Big Rapids (Big Rapids), MI 49307, United States of America",49307,Big Rapids,Mecosta County,Michigan,MI,United States,us
"Bremerton, WA 98337",47.56777936,-122.6309986,"Bremerton, WA 98337, United States of America",98337,Bremerton,Kitsap County,Washington,WA,United States,us
"Calexico, CA 92231",32.6668134,-115.4963754,"Calexico, CA 92231, United States of America",92231,Calexico,Imperial County,California,CA,United States,us
"Charleston, IL 61920",39.4961458,-88.1761521,"Charleston (Charleston), IL 61920, United States of America",61920,Charleston,Coles County,Illinois,IL,United States,us
"Colorado Springs, CO 80840",38.8339578,-104.825348,"Colorado Springs, CO, United States of America",,Colorado Springs,El Paso County,Colorado,CO,United States,us
"Dallas, TX 75205",32.7762719,-96.7968559,"Dallas, TX, United States of America",,Dallas,Dallas County,Texas,TX,United States,us
"Denver, CO 80208",39.67750821,-104.9620933,"Denver, CO 80208, United States of America",80208,Denver,,Colorado,CO,United States,us
"Florence, AL 35632",34.809875,-87.6813356,"Florence, AL 35632, United States of America",35632,Florence,Lauderdale County,Alabama,AL,United States,us
"Garden City, NY 11530",40.7266477,-73.6343052,"Garden City, NY 11530, United States of America",11530,Garden City,Nassau County,New York,NY,United States,us
"Gary, Indiana 46408",41.6020962,-87.3370646,"Gary, IN, United States of America",,Gary,Lake County,Indiana,IN,United States,us
"Greensboro, NC 27402",36.06711065,-79.80727261,"Greensboro, NC 27402, United States of America",27402,Greensboro,Guilford County,North Carolina,NC,United States,us
"Halifax, NS B3K 3S9",44.65853385,-63.59422373,"Halifax, NS B3K 3S9, Canada",B3K 3S9,Halifax,Halifax County,Nova Scotia,NS,Canada,ca
"Haverford, PA",40.0131672,-75.2943516,"Haverford (Lower Merion Township), PA 19003, United States of America",19003,Lower Merion Township,Montgomery County,Pennsylvania,PA,United States,us
"Houston, TX 77004",29.72588526,-95.36789172,"Houston, TX 77004, United States of America",77004,Houston,Harris County,Texas,TX,United States,us
"Huntsville, Texas 77340",30.70532677,-95.53842848,"Huntsville, TX 77340, United States of America",77340,Huntsville,Walker County,Texas,TX,United States,us
"Ithaca, NY 14850",42.4396039,-76.4968019,"Ithaca, NY, United States of America",,Ithaca,Tompkins County,New York,NY,United States,us
"Jacksonville, FL 32224",30.3321838,-81.655651,"Jacksonville, FL 32224, United States of America",32224,Jacksonville,Duval County,Florida,FL,United States,us
"Jamaica, NY 11439",40.69149,-73.80569,"Jamaica, NY, United States of America",,Jamaica,Kings County,New York,NY,United States,us
"Karachi, Pakistan",33.202707,72.7941267,"Karachi (Karachi), PB, Pakistan",,Karachi,Rawalpindi District,Punjab,PB,Pakistan,pk
"Kearney, Nebraska 68847",40.70459165,-99.07449769,"Kearney, NE 68847, United States of America",68847,Kearney,Buffalo County,Nebraska,NE,United States,us
Kensington PA 15068,40.57209437,-79.73457037,"New Kensington, PA 15068, United States of America",15068,New Kensington,Westmoreland County,Pennsylvania,PA,United States,us
"Knoxville, TN 37996-0430",35.9603948,-83.9210261,"Knoxville, TN, United States of America",,Knoxville,Knox County,Tennessee,TN,United States,us
"Las Vegas, Nevada 89154",36.1672559,-115.148516,"Las Vegas, NV, United States of America",,Las Vegas,Clark County,Nevada,NV,United States,us
"Lewiston, New York 14109",43.172555,-79.035878,"Lewiston, NY, United States of America",,Lewiston,Niagara County,New York,NY,United States,us
"München, Germany",51.6066028,13.3125927,"München, BB, Germany",04938,München,Elbe-Elster,Brandenburg,BB,Germany,de
"Normal, Illinois 61761",40.51225922,-88.98463208,"Normal, IL 61761, United States of America",61761,Normal,McLean County,Illinois,IL,United States,us
"Northfield, VT 05663",44.14815346,-72.66030629,"Northfield, VT 05663, United States of America",05663,Northfield,Washington County,Vermont,VT,United States,us
"Omaha, NE 68106",41.24001136,-95.99835705,"Omaha, NE 68106, United States of America",68106,Omaha,Douglas County,Nebraska,NE,United States,us
"Orange, California 92866",33.78491936,-117.8446497,"Orange, CA 92866, United States of America",92866,Orange,Orange County,California,CA,United States,us
"Poughkeepsie, NY 12604",41.68642132,-73.89288145,"Poughkeepsie, NY 12604, United States of America",12604,Town of Poughkeepsie,Dutchess County,New York,NY,United States,us
Qatar,25.3336984,51.2295295,Qatar,,,,,,Qatar,qa
"Rochester, MN 55094",44.0234387,-92.4630182,"Rochester, MN, United States of America",,Rochester,Olmsted County,Minnesota,MN,United States,us
"Saint Louis, MO 63103",38.63203129,-90.21203429,"St. Louis, MO 63103, United States of America",63103,St. Louis,,Missouri,MO,United States,us
"Salt Lake City, UT",40.7596198,-111.886797,"Salt Lake City, UT, United States of America",,Salt Lake City,Salt Lake County,Utah,UT,United States,us
"San Antonio, TX 78224",29.34331089,-98.5388029,"San Antonio, TX 78224, United States of America",78224,San Antonio,Bexar County,Texas,TX,United States,us
"Seoul, South Korea",37.5666791,126.9782914,"Seoul, South Korea",,Seoul,,,,South Korea,kr
"Southfield, Michigan 48075",42.46283891,-83.2254127,"Southfield, MI 48075, United States of America",48075,Southfield,Oakland County,Michigan,MI,United States,us
"Toronto, Ontario M3J 1P3, Canada",43.6534817,-79.3839347,"Old Toronto, ON M3J 1P3, Canada",M3J 1P3,Old Toronto,Golden Horseshoe,Ontario,ON,Canada,ca
West Point. NY 10996,41.39242858,-73.96975461,"Highlands, NY 10996, United States of America",10996,Town of Highlands,Orange County,New York,NY,United States,us
"Allentown, PA",40.6022059,-75.4712794,"Allentown, PA, United States of America",,Allentown,Lehigh County,Pennsylvania,PA,United States,us
"Anchorage, AK",61.2163129,-149.894852,"Anchorage, AK, United States of America",,Anchorage,,Alaska,AK,United States,us
"Bluefield, WV",37.2698395,-81.2223195,"Bluefield (Bluefield), WV 24701, United States of America",24701,Bluefield,Mercer County,West Virginia,WV,United States,us
"Calgary, AB",51.0456064,-114.057541,"Calgary, AB, Canada",,Calgary,,Alberta,AB,Canada,ca
"Cedar Rapids, IA",41.9758872,-91.6704053,"Cedar Rapids, IA, United States of America",,Cedar Rapids,Linn County,Iowa,IA,United States,us
"Chestnut Hill, MA 02467",42.30523631,-71.15808973,"Brookline, MA 02467, United States of America",02467,Brookline,Norfolk County,Massachusetts,MA,United States,us
"Cincinnati, OH",39.1014537,-84.5124602,"Cincinnati, OH, United States of America",,Cincinnati,Hamilton County,Ohio,OH,United States,us
"Cleveland, OH",41.4996574,-81.6936772,"Cleveland, OH, United States of America",,Cleveland,Cuyahoga County,Ohio,OH,United States,us
"Commerce, TX",33.2436492,-95.9026927,"Commerce, TX 75428, United States of America",75428,Commerce,Hunt County,Texas,TX,United States,us
"Denver, CO 80221",39.78844061,-105.0199851,"Denver, CO 80221, United States of America",80221,Denver,,Colorado,CO,United States,us
